language,age_group,education_level,exposure_type,daily_practice_hours,spoken_at_home,reading_score,writing_score,speaking_score,overall_proficiency
Hindi,Child (6-12),No Formal,Media + School,14,Yes,53.7,87.8,84.5,74.9
Bengali,Adult (20-35),Graduate,Immersive,14,Yes,100.0,100.0,100.0,100.0
English,Teenager (13-19),No Formal,School Only,9,Yes,49.8,48.8,63.3,53.5
Tamil,Senior (36+),Postgraduate,Native,11,No,100.0,90.2,100.0,96.6
Marathi,Teenager (13-19),Primary,School Only,11,No,72.3,59.3,69.5,66.9
English,Senior (36+),Postgraduate,Immersive,12,No,100.0,100.0,100.0,100.0
Hindi,Child (6-12),Secondary,Media + School,3,No,66.0,53.3,86.8,67.8
Tamil,Teenager (13-19),Secondary,School Only,6,Yes,79.6,82.5,97.0,85.8
Kannada,Senior (36+),Secondary,Media + School,5,No,81.0,73.3,78.9,77.7
English,Adult (20-35),Postgraduate,Media + School,1,No,93.4,90.5,83.4,89.4
Hindi,Adult (20-35),Graduate,Media + School,9,No,100.0,77.7,100.0,92.2
Bengali,Teenager (13-19),Primary,School Only,10,No,64.2,56.3,63.8,61.3
Marathi,Teenager (13-19),Secondary,Media + School,10,Yes,75.6,79.5,77.2,77.4
Tamil,Child (6-12),Secondary,Media + School,10,Yes,88.8,87.6,91.7,89.2
English,Teenager (13-19),Secondary,School Only,14,Yes,86.5,86.5,100.0,90.6
English,Child (6-12),Primary,Media + School,14,No,77.8,79.7,76.7,78.1
Kannada,Child (6-12),Secondary,School Only,7,No,49.5,64.9,72.2,61.7
Kannada,Adult (20-35),Primary,Immersive,6,Yes,99.4,85.7,76.1,87.6
Bengali,Adult (20-35),Secondary,Immersive,14,No,100.0,93.0,100.0,97.6
Marathi,Senior (36+),Postgraduate,Immersive,14,No,100.0,100.0,100.0,100.0
Bengali,Adult (20-35),Postgraduate,Media + School,6,Yes,100.0,100.0,100.0,100.0
Hindi,Adult (20-35),Primary,Native,13,Yes,100.0,93.2,85.6,93.3
Hindi,Teenager (13-19),Postgraduate,Native,14,No,100.0,88.9,100.0,96.1
Bengali,Adult (20-35),Primary,Media + School,7,No,71.1,57.6,54.6,61.4
Marathi,Senior (36+),Postgraduate,Native,11,No,100.0,85.7,94.4,93.3
Bengali,Teenager (13-19),Postgraduate,School Only,11,Yes,100.0,97.9,100.0,99.3
Marathi,Senior (36+),Primary,Native,12,Yes,89.2,87.3,100.0,91.8
Marathi,Adult (20-35),Graduate,Media + School,13,Yes,100.0,100.0,100.0,100.0
Tamil,Senior (36+),Postgraduate,Media + School,10,Yes,100.0,97.6,100.0,99.2
Marathi,Teenager (13-19),Secondary,School Only,0,No,49.2,63.6,62.6,58.3
Kannada,Child (6-12),Graduate,Immersive,14,Yes,100.0,96.8,96.3,97.8
Marathi,Senior (36+),Primary,Media + School,12,Yes,67.5,87.4,94.7,82.6
Marathi,Senior (36+),Graduate,School Only,0,No,76.5,88.0,83.5,82.6
Marathi,Teenager (13-19),No Formal,Native,7,No,60.2,50.4,51.8,54.2
Hindi,Teenager (13-19),No Formal,Native,3,No,55.7,48.0,54.1,52.5
Kannada,Senior (36+),Postgraduate,School Only,4,Yes,96.8,86.0,95.2,92.5
Kannada,Adult (20-35),Postgraduate,School Only,7,No,100.0,98.2,100.0,99.4
Bengali,Senior (36+),Secondary,Media + School,4,No,84.9,87.3,82.8,85.1
Tamil,Teenager (13-19),Graduate,Native,9,Yes,100.0,92.8,94.7,95.9
Marathi,Child (6-12),No Formal,School Only,3,Yes,46.4,49.5,62.7,52.4
English,Child (6-12),Postgraduate,Native,11,No,100.0,99.1,96.2,98.5
Tamil,Adult (20-35),Graduate,School Only,5,Yes,84.4,90.4,70.0,82.2
Tamil,Senior (36+),Postgraduate,Native,12,No,100.0,100.0,100.0,100.0
Kannada,Child (6-12),Postgraduate,Immersive,14,No,100.0,100.0,100.0,100.0
Tamil,Senior (36+),No Formal,Media + School,11,Yes,59.0,51.2,60.8,56.8
Marathi,Teenager (13-19),No Formal,Native,4,No,63.7,51.3,71.4,61.7
Marathi,Child (6-12),Postgraduate,Immersive,13,Yes,100.0,96.3,99.0,98.4
Hindi,Adult (20-35),Primary,Native,6,Yes,95.0,100.0,76.9,91.3
Marathi,Teenager (13-19),Postgraduate,Native,13,Yes,100.0,90.8,100.0,96.8
Marathi,Adult (20-35),Postgraduate,Immersive,9,No,100.0,100.0,100.0,100.0
Kannada,Teenager (13-19),Secondary,Native,6,Yes,100.0,97.2,100.0,99.0
Marathi,Child (6-12),Secondary,Native,12,Yes,100.0,100.0,100.0,100.0
Hindi,Adult (20-35),Secondary,Media + School,3,No,66.3,53.9,74.0,64.3
English,Adult (20-35),Primary,Immersive,11,No,89.4,60.9,85.7,78.3
Kannada,Teenager (13-19),Primary,Immersive,12,No,79.8,87.9,68.2,79.2
English,Adult (20-35),Postgraduate,School Only,4,No,96.1,94.7,100.0,96.8
Kannada,Teenager (13-19),Secondary,Native,12,Yes,100.0,96.8,93.4,96.9
Bengali,Teenager (13-19),Primary,Media + School,2,Yes,56.2,64.3,66.0,62.0
Tamil,Teenager (13-19),No Formal,Native,14,Yes,76.4,86.4,71.4,78.4
Bengali,Teenager (13-19),Postgraduate,Native,3,No,100.0,98.9,96.1,98.4
Marathi,Child (6-12),Graduate,School Only,14,No,87.5,94.4,95.4,92.3
English,Teenager (13-19),Postgraduate,Native,13,Yes,100.0,91.0,100.0,96.8
Marathi,Senior (36+),Graduate,Media + School,3,No,74.0,85.9,79.2,79.7
Tamil,Adult (20-35),Secondary,Media + School,2,No,62.0,77.4,53.5,64.8
Kannada,Senior (36+),Graduate,School Only,12,Yes,100.0,91.9,95.2,95.7
Tamil,Child (6-12),Secondary,Native,9,Yes,100.0,94.6,100.0,98.1
Hindi,Senior (36+),No Formal,Media + School,4,No,40.9,53.4,37.1,44.1
Tamil,Adult (20-35),Graduate,Native,4,No,92.9,100.0,100.0,97.5
Hindi,Senior (36+),Postgraduate,Native,10,No,100.0,100.0,100.0,100.0
Tamil,Child (6-12),Secondary,Native,6,Yes,96.0,82.7,85.8,88.3
Hindi,Teenager (13-19),Postgraduate,School Only,3,Yes,100.0,89.5,97.6,95.6
English,Senior (36+),Primary,Native,12,Yes,100.0,81.1,83.9,88.6
Marathi,Child (6-12),Secondary,Media + School,3,Yes,78.5,86.7,92.5,85.6
Marathi,Child (6-12),Graduate,Native,8,Yes,100.0,99.2,99.3,99.5
Bengali,Adult (20-35),Secondary,Media + School,5,No,77.6,54.2,89.8,73.1
Marathi,Adult (20-35),Postgraduate,Native,14,No,100.0,94.7,100.0,98.1
Kannada,Senior (36+),No Formal,Media + School,3,No,38.4,51.8,47.2,45.7
Tamil,Teenager (13-19),Secondary,Media + School,1,Yes,90.1,82.0,65.7,79.9
Bengali,Child (6-12),Graduate,Native,5,Yes,100.0,100.0,100.0,100.0
Kannada,Senior (36+),Primary,Native,1,Yes,77.8,66.7,68.2,71.0
Kannada,Child (6-12),No Formal,Media + School,4,No,33.8,43.4,66.6,47.0
Hindi,Child (6-12),Primary,Immersive,5,Yes,79.2,81.9,87.8,82.7
Marathi,Teenager (13-19),Secondary,School Only,3,Yes,83.0,66.4,71.0,73.6
English,Teenager (13-19),Postgraduate,Immersive,13,No,100.0,95.0,100.0,98.2
English,Senior (36+),Postgraduate,Immersive,12,Yes,100.0,96.0,100.0,98.6
Bengali,Teenager (13-19),Graduate,Native,2,No,100.0,96.0,91.0,95.9
English,Teenager (13-19),Postgraduate,School Only,6,Yes,100.0,100.0,100.0,100.0
Tamil,Senior (36+),No Formal,Immersive,1,Yes,58.9,50.9,72.0,60.0
English,Teenager (13-19),Postgraduate,Native,12,No,100.0,96.4,96.5,97.7
Bengali,Adult (20-35),Graduate,Immersive,10,No,100.0,93.8,100.0,97.8
English,Child (6-12),Secondary,Immersive,13,No,98.1,97.6,89.2,95.3
Tamil,Child (6-12),Secondary,Native,5,No,83.5,76.8,99.0,85.8
Hindi,Child (6-12),Postgraduate,Native,12,No,100.0,100.0,100.0,100.0
Bengali,Child (6-12),Primary,Native,3,No,71.4,77.9,80.9,76.5
Hindi,Senior (36+),Secondary,School Only,5,Yes,67.2,71.7,92.7,76.4
Hindi,Child (6-12),Postgraduate,Immersive,3,Yes,100.0,95.1,100.0,98.3
Hindi,Child (6-12),Graduate,Native,3,No,100.0,97.5,100.0,99.1
Kannada,Child (6-12),Postgraduate,Media + School,14,Yes,100.0,89.7,100.0,96.4
Marathi,Child (6-12),Secondary,Immersive,3,No,91.8,71.0,85.6,82.7
Kannada,Adult (20-35),Graduate,Media + School,8,Yes,100.0,82.1,98.9,93.4
Marathi,Child (6-12),Postgraduate,School Only,6,No,90.3,97.5,96.9,94.8
Hindi,Adult (20-35),No Formal,Native,2,Yes,67.3,57.2,70.7,64.8
Bengali,Senior (36+),Graduate,Media + School,2,Yes,96.0,100.0,77.9,92.0
Marathi,Teenager (13-19),No Formal,School Only,5,Yes,57.3,56.3,41.2,52.1
Tamil,Child (6-12),Primary,Native,5,Yes,90.4,81.6,98.1,89.6
Tamil,Teenager (13-19),Graduate,Media + School,3,Yes,86.3,92.1,100.0,92.4
English,Teenager (13-19),No Formal,Media + School,14,No,63.7,42.8,48.1,51.7
Marathi,Senior (36+),Secondary,School Only,14,No,79.4,61.9,99.7,79.4
Bengali,Teenager (13-19),Secondary,Native,8,No,92.7,93.2,90.2,92.1
Kannada,Adult (20-35),Primary,Native,3,Yes,73.7,86.9,73.3,78.2
Hindi,Teenager (13-19),Graduate,Media + School,8,No,100.0,100.0,95.8,98.7
English,Teenager (13-19),Graduate,Media + School,3,Yes,100.0,100.0,86.7,96.0
Tamil,Teenager (13-19),Graduate,Media + School,1,Yes,88.6,87.4,86.5,87.6
Kannada,Child (6-12),Primary,Native,1,Yes,65.8,68.6,87.7,73.4
Kannada,Child (6-12),Graduate,School Only,4,No,77.9,63.7,77.0,72.7
Hindi,Adult (20-35),Secondary,School Only,3,Yes,78.0,72.7,87.1,78.9
Marathi,Adult (20-35),No Formal,Native,6,No,60.9,53.8,61.3,58.5
Tamil,Child (6-12),Secondary,Immersive,13,No,100.0,70.7,99.9,89.7
Bengali,Adult (20-35),Secondary,School Only,10,Yes,91.3,91.6,81.1,88.3
Kannada,Child (6-12),No Formal,Media + School,4,Yes,61.8,63.2,63.4,62.8
Hindi,Senior (36+),Secondary,Immersive,5,No,85.1,74.5,87.0,82.0
Bengali,Teenager (13-19),Primary,Immersive,9,No,62.4,57.9,76.1,64.9
Marathi,Teenager (13-19),No Formal,School Only,3,No,32.9,29.3,29.8,30.7
Tamil,Adult (20-35),Secondary,Immersive,12,No,100.0,79.9,99.9,92.9
Marathi,Child (6-12),Postgraduate,Immersive,11,No,100.0,100.0,100.0,100.0
Kannada,Child (6-12),Secondary,School Only,1,No,65.5,54.8,70.2,63.2
Bengali,Adult (20-35),Primary,School Only,12,Yes,70.5,67.3,79.8,72.2
Bengali,Child (6-12),Graduate,Immersive,9,No,95.3,100.0,100.0,98.4
Bengali,Senior (36+),Secondary,Media + School,8,No,79.0,77.3,78.8,78.3
Kannada,Teenager (13-19),Graduate,Native,9,No,100.0,94.9,100.0,98.2
Kannada,Adult (20-35),Postgraduate,Immersive,14,No,100.0,99.5,100.0,99.8
Marathi,Adult (20-35),Secondary,Immersive,6,Yes,92.1,75.7,100.0,88.7
English,Child (6-12),No Formal,Media + School,3,Yes,45.0,41.1,52.8,46.0
Marathi,Adult (20-35),Graduate,Immersive,2,No,100.0,72.1,99.3,90.0
Tamil,Senior (36+),Postgraduate,Immersive,9,No,100.0,99.8,100.0,99.9
Hindi,Child (6-12),No Formal,Native,13,No,81.1,64.2,74.9,73.3
Bengali,Child (6-12),No Formal,Native,14,Yes,93.2,76.1,93.7,87.4
English,Child (6-12),No Formal,Native,2,Yes,62.4,61.4,68.9,64.0
Hindi,Child (6-12),No Formal,School Only,8,Yes,43.9,57.5,54.3,51.8
English,Senior (36+),Secondary,School Only,4,Yes,59.3,72.0,69.8,66.9
Marathi,Child (6-12),Secondary,Native,12,Yes,96.2,100.0,94.6,97.0
Kannada,Adult (20-35),Secondary,Native,14,Yes,100.0,98.0,100.0,99.3
Bengali,Senior (36+),Postgraduate,School Only,2,No,99.0,80.0,90.2,89.7
Marathi,Teenager (13-19),Postgraduate,Media + School,14,Yes,100.0,87.4,100.0,95.6
Hindi,Teenager (13-19),Postgraduate,Immersive,4,Yes,100.0,92.7,100.0,97.4
Hindi,Adult (20-35),Primary,Immersive,1,No,43.7,72.7,73.9,62.9
Hindi,Adult (20-35),Postgraduate,Native,10,Yes,100.0,97.5,97.2,98.3
Hindi,Senior (36+),Secondary,Media + School,3,No,79.6,76.4,69.8,75.5
Hindi,Teenager (13-19),Secondary,School Only,9,Yes,85.8,87.0,88.9,87.2
English,Teenager (13-19),Primary,Native,1,No,65.3,60.6,72.5,65.8
Marathi,Teenager (13-19),Primary,Media + School,1,No,59.0,54.4,55.2,56.2
Bengali,Teenager (13-19),Postgraduate,Media + School,11,No,100.0,100.0,100.0,100.0
Kannada,Teenager (13-19),Graduate,Media + School,7,No,91.7,79.7,96.8,89.0
Kannada,Child (6-12),Primary,School Only,0,No,45.6,58.5,47.8,50.8
Marathi,Adult (20-35),No Formal,School Only,13,Yes,61.0,35.1,83.9,58.8
Marathi,Child (6-12),Secondary,Immersive,6,Yes,100.0,100.0,100.0,100.0
Kannada,Teenager (13-19),No Formal,Immersive,4,No,34.2,48.2,60.6,47.0
Kannada,Senior (36+),Secondary,Media + School,14,No,94.5,90.4,85.6,90.4
English,Senior (36+),Secondary,Media + School,10,No,82.1,91.1,90.1,87.6
Tamil,Teenager (13-19),Primary,School Only,7,Yes,70.0,61.9,79.0,69.9
Bengali,Teenager (13-19),Primary,Immersive,0,No,54.7,65.0,53.6,58.0
Hindi,Senior (36+),No Formal,Media + School,10,No,52.6,53.9,70.3,58.4
Tamil,Child (6-12),Secondary,Immersive,6,No,89.7,83.1,88.2,86.9
Marathi,Child (6-12),No Formal,Immersive,4,No,75.9,56.1,57.2,63.4
Kannada,Teenager (13-19),Graduate,Media + School,3,Yes,100.0,91.2,89.5,93.8
Tamil,Child (6-12),No Formal,School Only,6,No,32.2,42.1,26.4,33.9
Bengali,Senior (36+),Postgraduate,Media + School,9,No,100.0,91.3,97.2,96.1
Marathi,Child (6-12),No Formal,Media + School,14,Yes,65.4,73.1,72.9,70.3
Hindi,Teenager (13-19),Postgraduate,Immersive,1,No,87.1,100.0,100.0,95.5
Hindi,Senior (36+),Postgraduate,Media + School,11,No,100.0,89.6,100.0,96.4
Bengali,Child (6-12),Postgraduate,School Only,14,Yes,100.0,88.4,93.9,94.1
Bengali,Adult (20-35),Graduate,Media + School,0,Yes,82.8,84.6,89.8,85.5
Kannada,Senior (36+),No Formal,School Only,0,Yes,48.4,43.5,64.0,51.4
Hindi,Senior (36+),No Formal,School Only,10,No,48.9,53.6,40.1,47.9
Marathi,Adult (20-35),Graduate,Immersive,11,No,100.0,98.6,100.0,99.5
Tamil,Adult (20-35),Secondary,Native,0,Yes,88.9,81.4,89.3,86.4
Marathi,Senior (36+),Primary,Native,14,Yes,100.0,93.6,93.5,95.8
English,Adult (20-35),No Formal,Immersive,11,Yes,77.4,81.0,70.8,76.7
English,Teenager (13-19),Primary,Media + School,4,No,59.1,60.3,57.1,58.9
Bengali,Teenager (13-19),Graduate,Immersive,9,No,100.0,100.0,100.0,100.0
Kannada,Teenager (13-19),Secondary,School Only,6,Yes,79.6,68.2,74.5,74.1
English,Senior (36+),Secondary,Native,1,No,77.4,67.0,83.8,75.7
Hindi,Adult (20-35),Secondary,Immersive,9,Yes,81.7,97.6,100.0,92.8
Marathi,Adult (20-35),Graduate,Media + School,7,No,100.0,74.4,100.0,91.0
Marathi,Child (6-12),Postgraduate,Immersive,3,No,100.0,100.0,100.0,100.0
Bengali,Child (6-12),Postgraduate,Native,11,No,100.0,94.7,100.0,98.1
Tamil,Adult (20-35),Primary,Immersive,2,No,62.5,54.0,59.2,58.5
Bengali,Adult (20-35),Postgraduate,Immersive,9,Yes,100.0,100.0,100.0,100.0
Tamil,Adult (20-35),Postgraduate,Native,10,No,100.0,93.9,100.0,97.9
Bengali,Senior (36+),Secondary,School Only,7,No,57.7,70.8,91.5,72.4
Bengali,Adult (20-35),Secondary,School Only,1,Yes,89.7,59.7,61.9,70.9
Bengali,Child (6-12),Primary,Native,10,No,70.1,72.5,89.6,76.8
Tamil,Senior (36+),No Formal,Immersive,10,Yes,61.7,82.9,73.6,72.7
Tamil,Adult (20-35),Primary,Native,12,Yes,89.5,83.7,100.0,90.6
Bengali,Child (6-12),Primary,School Only,2,No,58.3,52.7,37.6,50.1
English,Senior (36+),Graduate,Media + School,11,No,99.6,99.0,100.0,99.5
Kannada,Adult (20-35),Graduate,Immersive,2,Yes,93.1,100.0,100.0,97.6
Kannada,Adult (20-35),Primary,School Only,9,Yes,78.5,72.6,74.4,75.2
Kannada,Adult (20-35),Primary,Immersive,10,Yes,90.8,79.0,84.5,84.8
Tamil,Senior (36+),Primary,Native,0,No,69.3,60.2,78.4,68.8
Tamil,Child (6-12),Postgraduate,Media + School,5,Yes,100.0,100.0,100.0,100.0
English,Child (6-12),Graduate,Native,1,Yes,100.0,100.0,97.8,99.3
Kannada,Teenager (13-19),Primary,Media + School,0,Yes,80.5,78.4,64.9,75.1
Kannada,Adult (20-35),Secondary,Immersive,1,No,71.0,68.3,91.0,76.1
Bengali,Teenager (13-19),Secondary,Immersive,11,Yes,100.0,87.0,100.0,95.4
Tamil,Teenager (13-19),Postgraduate,Native,5,No,100.0,100.0,100.0,100.0
Kannada,Child (6-12),Postgraduate,Media + School,13,No,100.0,100.0,100.0,100.0
Marathi,Senior (36+),No Formal,Media + School,3,Yes,39.0,68.1,50.9,52.8
English,Senior (36+),No Formal,Immersive,5,No,51.1,56.9,52.2,53.5
Marathi,Child (6-12),No Formal,Native,11,Yes,70.0,59.7,80.9,69.7
Marathi,Senior (36+),Postgraduate,Media + School,8,No,100.0,100.0,100.0,100.0
English,Teenager (13-19),Postgraduate,Immersive,12,No,100.0,94.5,100.0,98.1
Marathi,Adult (20-35),Postgraduate,School Only,9,Yes,91.9,100.0,100.0,97.2
Kannada,Child (6-12),Secondary,Native,11,Yes,100.0,97.5,95.3,97.7
Tamil,Adult (20-35),Postgraduate,School Only,9,Yes,100.0,100.0,99.0,99.7
English,Senior (36+),Secondary,Native,7,No,89.0,71.5,87.7,82.5
Bengali,Adult (20-35),No Formal,Immersive,0,No,50.8,39.4,43.8,44.7
Marathi,Senior (36+),No Formal,Media + School,12,Yes,68.8,74.3,74.1,72.3
English,Senior (36+),No Formal,Media + School,7,Yes,61.2,31.3,61.4,50.8
Hindi,Teenager (13-19),Primary,Media + School,8,No,62.8,60.3,63.9,62.3
Hindi,Senior (36+),Primary,Native,5,No,62.8,81.3,74.4,72.8
Tamil,Teenager (13-19),Graduate,Immersive,9,No,94.5,95.6,100.0,96.5
Kannada,Teenager (13-19),Graduate,School Only,14,Yes,100.0,99.7,98.1,99.3
Tamil,Teenager (13-19),Graduate,Immersive,4,No,96.2,100.0,100.0,98.7
Tamil,Child (6-12),Primary,School Only,5,Yes,61.4,70.8,72.1,67.9
Tamil,Child (6-12),Primary,Native,12,No,79.6,91.3,69.9,80.8
Tamil,Senior (36+),Graduate,Native,5,No,100.0,91.8,94.9,95.6
Bengali,Teenager (13-19),Graduate,School Only,8,Yes,100.0,94.8,93.6,96.3
Bengali,Child (6-12),Postgraduate,School Only,3,Yes,96.8,91.7,100.0,96.0
English,Teenager (13-19),Graduate,School Only,1,Yes,75.8,84.7,100.0,86.2
Hindi,Adult (20-35),Postgraduate,Immersive,10,No,100.0,100.0,100.0,100.0
Tamil,Adult (20-35),Secondary,School Only,10,No,73.4,77.1,68.3,73.2
English,Adult (20-35),Primary,Native,8,No,77.3,72.0,75.9,75.0
Hindi,Senior (36+),Graduate,Native,1,Yes,100.0,100.0,100.0,100.0
Marathi,Teenager (13-19),Primary,Media + School,9,No,66.3,63.3,87.1,71.5
Kannada,Adult (20-35),Primary,School Only,8,Yes,69.3,73.3,77.4,73.1
Bengali,Child (6-12),Primary,Immersive,1,Yes,62.1,60.1,67.5,63.0
Marathi,Adult (20-35),Secondary,Immersive,11,Yes,99.7,93.5,100.0,97.6
Hindi,Adult (20-35),No Formal,Immersive,7,No,60.4,46.8,62.3,56.2
Marathi,Adult (20-35),Graduate,Media + School,8,No,82.6,92.1,85.5,86.8
Kannada,Senior (36+),No Formal,Native,11,Yes,78.1,80.8,71.9,77.2
Hindi,Child (6-12),No Formal,Immersive,9,No,59.3,69.2,48.7,59.6
Marathi,Teenager (13-19),No Formal,Native,8,Yes,72.3,67.7,67.8,69.3
Bengali,Child (6-12),Primary,Media + School,9,Yes,84.8,89.8,68.1,81.5
Bengali,Teenager (13-19),Postgraduate,School Only,8,No,99.7,93.7,100.0,97.7
English,Senior (36+),Primary,School Only,1,Yes,68.3,67.2,79.8,71.4
Marathi,Senior (36+),Primary,School Only,3,Yes,51.6,47.3,69.2,55.4
Tamil,Senior (36+),No Formal,Immersive,6,No,55.1,47.4,61.8,54.4
Marathi,Senior (36+),Primary,School Only,11,Yes,72.2,82.3,60.1,72.1
Hindi,Teenager (13-19),No Formal,Immersive,1,Yes,47.9,53.1,56.6,52.3
Hindi,Adult (20-35),Postgraduate,Media + School,0,Yes,100.0,100.0,98.3,99.5
Marathi,Teenager (13-19),Graduate,Media + School,2,Yes,100.0,90.4,89.8,93.6
Kannada,Child (6-12),No Formal,Immersive,11,Yes,71.4,76.6,81.6,76.3
Bengali,Senior (36+),Postgraduate,Native,3,Yes,100.0,92.1,100.0,97.2
Hindi,Senior (36+),Graduate,School Only,7,Yes,96.2,97.3,98.7,97.3
Bengali,Child (6-12),Secondary,School Only,5,No,61.8,56.9,68.1,62.0
Hindi,Teenager (13-19),No Formal,School Only,10,No,30.4,44.3,32.5,35.9
English,Adult (20-35),No Formal,Immersive,1,Yes,50.9,74.8,60.8,62.2
Tamil,Adult (20-35),Secondary,Media + School,14,Yes,87.9,94.8,91.8,91.5
Hindi,Child (6-12),Secondary,School Only,8,No,85.6,72.1,84.2,80.5
Bengali,Adult (20-35),No Formal,Media + School,13,No,56.6,66.6,69.7,64.0
English,Teenager (13-19),Secondary,School Only,1,No,58.7,56.3,65.9,60.0
Hindi,Teenager (13-19),Primary,School Only,12,No,70.1,70.3,45.7,62.8
Kannada,Child (6-12),Graduate,Immersive,14,No,100.0,95.4,96.0,97.2
Tamil,Teenager (13-19),Graduate,Native,11,Yes,100.0,94.9,100.0,98.2
Hindi,Senior (36+),Graduate,Immersive,4,No,96.5,98.7,89.0,95.0
English,Child (6-12),Primary,School Only,11,No,69.7,51.5,48.2,56.9
Kannada,Teenager (13-19),Secondary,School Only,3,No,68.5,69.6,68.1,68.8
Marathi,Child (6-12),Postgraduate,Native,12,Yes,100.0,96.5,100.0,98.8
English,Adult (20-35),Secondary,Media + School,6,Yes,87.6,83.9,91.2,87.4
English,Teenager (13-19),No Formal,Media + School,7,Yes,61.7,55.1,47.5,55.1
Kannada,Senior (36+),Graduate,School Only,4,Yes,92.6,99.1,74.8,89.5
English,Teenager (13-19),Secondary,Media + School,9,Yes,83.3,89.3,93.5,88.5
Kannada,Child (6-12),Postgraduate,School Only,13,Yes,100.0,86.4,100.0,95.2
Hindi,Child (6-12),No Formal,Native,13,No,60.9,62.7,79.9,67.2
Kannada,Teenager (13-19),Primary,Native,4,Yes,81.6,85.9,84.2,83.9
Kannada,Senior (36+),Primary,School Only,1,Yes,52.7,43.3,58.9,51.3
Tamil,Senior (36+),Postgraduate,Native,7,No,100.0,98.2,94.4,97.7
Kannada,Senior (36+),No Formal,Immersive,13,Yes,74.2,100.0,91.8,88.5
Kannada,Child (6-12),Graduate,Immersive,1,No,80.3,89.2,100.0,89.3
Marathi,Teenager (13-19),Secondary,Native,9,No,92.4,99.0,78.6,90.6
Hindi,Adult (20-35),No Formal,School Only,11,Yes,60.7,50.0,52.3,54.4
Tamil,Child (6-12),Primary,School Only,5,No,65.9,54.0,49.2,56.7
Marathi,Senior (36+),Postgraduate,Native,7,No,100.0,100.0,100.0,100.0
Bengali,Teenager (13-19),Postgraduate,Media + School,5,No,87.8,100.0,100.0,95.7
Hindi,Senior (36+),Secondary,Immersive,3,No,86.0,69.3,90.6,81.5
Hindi,Adult (20-35),Postgraduate,Media + School,12,Yes,100.0,85.0,89.7,91.7
Bengali,Senior (36+),Postgraduate,School Only,3,No,86.0,88.7,78.2,84.6
Kannada,Senior (36+),No Formal,School Only,5,Yes,45.4,49.5,59.0,50.9
Marathi,Adult (20-35),Graduate,Media + School,13,No,100.0,92.4,100.0,97.3
English,Teenager (13-19),Secondary,Native,14,No,100.0,100.0,99.5,99.8
Tamil,Child (6-12),No Formal,Media + School,12,No,50.5,48.9,63.4,53.8
English,Teenager (13-19),Graduate,Media + School,3,Yes,95.3,90.1,100.0,94.9
Bengali,Adult (20-35),No Formal,Immersive,7,Yes,65.4,54.4,77.8,65.3
Hindi,Senior (36+),No Formal,Immersive,8,Yes,68.2,75.3,74.5,72.6
Hindi,Teenager (13-19),Postgraduate,Media + School,0,No,93.8,87.7,99.0,93.2
Tamil,Child (6-12),Graduate,Media + School,12,No,100.0,91.7,90.0,94.1
Hindi,Adult (20-35),Secondary,School Only,3,No,71.3,64.0,57.8,64.7
Hindi,Teenager (13-19),Secondary,Immersive,3,No,82.6,72.3,85.5,79.9
Tamil,Child (6-12),Graduate,Immersive,1,Yes,100.0,100.0,99.0,99.7
Marathi,Adult (20-35),Postgraduate,School Only,5,No,79.8,96.0,100.0,91.5
Marathi,Child (6-12),Primary,Native,2,Yes,78.4,79.2,88.0,81.6
Tamil,Adult (20-35),No Formal,Immersive,6,No,57.8,52.2,60.2,56.6
Bengali,Senior (36+),Postgraduate,Immersive,12,Yes,100.0,100.0,100.0,100.0
Hindi,Teenager (13-19),Graduate,Native,10,Yes,100.0,96.8,91.7,96.4
Hindi,Child (6-12),No Formal,Immersive,10,No,54.7,58.5,62.3,58.3
Bengali,Adult (20-35),Secondary,Immersive,4,No,76.4,73.6,95.8,81.2
Marathi,Child (6-12),Primary,Native,3,Yes,83.8,79.4,90.4,84.2
Kannada,Child (6-12),Secondary,Native,4,No,94.3,84.6,95.1,91.1
Kannada,Teenager (13-19),Graduate,Media + School,7,No,90.2,98.8,100.0,96.2
Kannada,Senior (36+),No Formal,School Only,2,Yes,50.3,35.7,56.4,47.0
Marathi,Child (6-12),Graduate,School Only,13,Yes,100.0,99.4,93.8,97.9
Marathi,Adult (20-35),No Formal,Native,6,Yes,68.0,72.9,67.8,69.7
Bengali,Adult (20-35),Postgraduate,Native,14,Yes,100.0,98.4,95.9,98.2
Hindi,Senior (36+),Primary,Immersive,13,No,85.5,77.1,78.6,80.5
Bengali,Adult (20-35),Postgraduate,Media + School,5,Yes,100.0,100.0,99.4,99.8
Bengali,Senior (36+),Postgraduate,Media + School,11,Yes,100.0,100.0,100.0,100.0
Marathi,Adult (20-35),Graduate,Native,0,Yes,98.2,90.7,100.0,96.1
Kannada,Teenager (13-19),Primary,Immersive,12,No,82.1,68.5,98.7,82.3
English,Child (6-12),No Formal,Immersive,6,Yes,59.8,58.4,54.9,57.8
Hindi,Teenager (13-19),No Formal,School Only,13,No,42.5,65.1,52.2,53.3
Marathi,Child (6-12),Secondary,School Only,12,Yes,87.9,86.2,77.9,84.3
Kannada,Child (6-12),No Formal,Immersive,6,Yes,65.1,58.3,68.9,63.9
English,Child (6-12),Graduate,School Only,13,No,100.0,87.3,97.7,94.9
English,Teenager (13-19),Postgraduate,Native,14,Yes,100.0,95.3,95.9,97.1
